Lake name,Trap waypoint,Start date,Start time,End date,End time,Lat,Lon,Method,Depth (m),Temperature (degrees C),Species,Count fish,Burbot Floy number,Burbot length (cm),Burbot weight (g),Comments
Carp Lake,CARP7-Z4-110,6/14/23,16:00:00,6/15/23,12:09:00,54.770616,-123.340707,CT,10.3,,NA,0,,,,
Carp Lake,CARP7-Z4-247,6/14/23,16:03:00,6/15/23,12:13:00,54.771827,-123.342093,CT,9.5,,NA,0,,,,
Carp Lake,CARP7-Z1-236,6/15/23,13:05:00,6/16/23,8:35:00,54.777763,-123.344571,CT,9.1,,NA,0,,,,
Carp Lake,CARP7-Z1-7,6/15/23,13:10:00,6/16/23,8:45:00,54.778149,-123.342546,CT,9.7,,NA,0,,,,
Carp Lake,CARP7-Z1-244,6/15/23,13:16:00,6/16/23,8:52:00,54.782945,-123.323628,CT,9.9,,CCG,1,,,,
Carp Lake,CARP7-Z1-4,6/15/23,13:21:00,6/16/23,8:55:00,54.783204,-123.318456,CT,9.6,,CCG,1,,,,
Carp Lake,CARP7-Z1-175,6/15/23,13:25:00,6/16/23,8:58:00,54.780632,-123.30944,CT,10.3,,NA,0,,,,
Carp Lake,CARP7-Z1-2,6/15/23,13:30:00,6/16/23,9:04:00,54.788157,-123.330867,CT,10.4,,NA,0,,,,
Carp Lake,CARP7-Z1-187,6/15/23,13:34:00,6/16/23,9:07:00,54.793146,-123.326578,CT,10.3,,NA,0,,,,
Carp Lake,CARP7-Z1-61,6/15/23,13:37:00,6/16/23,9:10:00,54.792275,-123.331272,CT,10.1,,NA,0,,,,
Carp Lake,CARP7-Z1-137,6/15/23,13:43:00,6/16/23,9:17:00,54.794799,-123.338136,CT,9.8,,BB,1,7631,,,
Carp Lake,CARP7-Z1-16,6/15/23,13:51:00,6/16/23,9:33:00,54.785672,-123.369909,CT,9.9,,BB,2,"7287, 7630",,,
Carp Lake,CARP7-Z1-150,6/15/23,14:00:00,6/16/23,9:57:00,54.789518,-123.368808,CT,8.8,,NA,0,,,,
Carp Lake,CARP7-Z1-148,6/15/23,14:06:00,6/16/23,10:01:00,54.793787,-123.362409,CT,9.8,,NA,0,,,,
Carp Lake,CARP7-Z1-209,6/15/23,14:13:00,6/16/23,10:05:00,54.798466,-123.365154,CT,9.4,,BB,1,7288,,,
Carp Lake,CARP7-Z1-331,6/15/23,14:17:00,6/16/23,10:11:00,54.801515,-123.356807,CT,10.1,,BB,1,7629,,,
Carp Lake,CARP7-Z1-235,6/15/23,14:30:00,6/16/23,10:20:00,54.80369,-123.352088,CT,8.8,,NA,0,,,,
Carp Lake,CARP7-Z1-14,6/15/23,14:34:00,6/16/23,10:28:00,54.809399,-123.348386,CT,10.1,,NA,0,,,,
Carp Lake,CARP7-Z1-126,6/15/23,14:41:00,6/16/23,10:51:00,54.799578,-123.338059,CT,10.3,,NA,0,,,,
Carp Lake,CARP7-Z1-222,6/15/23,14:48:00,6/16/23,10:53:00,54.801035,-123.333336,CT,8.9,,BB,1,7289,,,
Carp Lake,CARP7-Z1-31,6/15/23,14:52:00,6/16/23,11:03:00,54.804942,-123.32401,CT,10.4,,NA,0,,,,
Carp Lake,CARP7-Z1-227,6/15/23,14:55:00,6/16/23,11:09:00,54.809085,-123.328124,CT,10.1,,NA,0,,,,
