Lake name,Trap waypoint,Start date,Start time,End date,End time,Lat,Lon,Method,Depth (m),Temperature (degrees C),Species,Count fish,Burbot Floy number,Burbot length (cm),Burbot weight (g),Bait type,Bait weight (g),Comments
Fraser Lake,TZ1-201,5/11/22,16:44,5/12/22,11:22,54.093738,124.642272,CT,9,,NA,0,,,,Nulki RB,130,
Fraser Lake,TZ1-21,5/11/22,17:18,5/12/22,12:05,54.078429,124.614660,CT,1.1,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-218,5/11/22,17:27,5/12/22,12:08,54.077121,124.617218,CT,4.1,,BB,1,7210,57.5,1100,Nulki RB,150,
Fraser Lake,TZ1-229,5/11/22,17:02,5/12/22,11:40,54.086283,124.624330,CT,3,,BB,1,7033,62,1150,Nulki RB,150,
Fraser Lake,TZ1-246,5/11/22,17:09,5/12/22,11:59,54.083077,124.627914,CT,10.1,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-29,5/11/22,16:58,5/12/22,11:35,54.088846,124.627234,CT,4.3,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-293,5/11/22,16:53,5/12/22,11:29,54.088258,124.629316,CT,6.1,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-345,5/11/22,17:38,5/12/22,12:22,54.065520,124.639921,CT,9.9,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-26,5/12/22,15:23,5/14/22,13:29,54.072660,124.669975,CT,9.1,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-299,5/12/22,15:11,5/14/22,13:25,54.074223,124.669316,CT,4.4,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-308,5/12/22,15:30,5/14/22,13:34,54.071922,124.663232,CT,8.8,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-318,5/12/22,16:00,5/14/22,14:01,54.065951,124.620192,CT,9.6,,BB,1,7001,62.5,1150,Nulki RB,150,
Fraser Lake,TZ1-327,5/12/22,15:53,5/14/22,13:14,54.059704,124.631342,CT,10.2,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-331,5/12/22,15:34,5/14/22,13:52,54.071461,124.666744,CT,5.1,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-51,5/12/22,16:09,5/14/22,14:22,54.074009,124.620935,CT,2.8,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ1-798,5/12/22,16:16,5/14/22,14:26,54.071969,124.622154,CT,3.9,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ2-1098,5/14/22,18:29,5/15/22,8:24,54.087916,124.732061,CT,9.6,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-138,5/14/22,18:40,5/15/22,8:35,54.089742,124.732237,CT,4.7,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-202,5/14/22,18:58,5/15/22,8:56,54.100616,124.723023,CT,9.6,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-295,5/14/22,18:55,5/15/22,8:52,54.099350,124.728275,CT,8.3,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ2-56,5/14/22,18:36,5/15/22,8:29,54.087528,124.734419,CT,7.4,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-713,5/14/22,18:46,5/15/22,8:40,54.093942,124.731138,CT,2.3,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-864,5/14/22,18:51,5/15/22,8:44,54.095569,124.729354,CT,3.9,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-1396,5/15/22,10:30,5/16/22,9:12,54.074271,124.721887,CT,7.8,,NA,0,NA,,,Nulki RB,120,moved 50m from waypoint
Fraser Lake,TZ2-14,5/15/22,10:20,5/16/22,9:02,54.070968,124.737189,CT,5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-1402,5/15/22,10:55,5/16/22,9:53,54.075295,124.707205,CT,9,,NA,0,NA,,,Nulki RB,110,
Fraser Lake,TZ2-1403,5/15/22,10:15,5/16/22,8:54,54.071446,124.738492,CT,4.2,,NA,0,NA,,,Nulki RB,160,
Fraser Lake,TZ2-142M,5/15/22,10:35,5/16/22,9:16,54.073410,124.722594,CT,8.9,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-161M,5/15/22,10:41,5/16/22,9:21,54.074015,124.723721,CT,4.7,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-177,5/15/22,11:59,5/16/22,10:02,54.078712,124.690354,CT,7.7,,NA,0,NA,,,Nulki RB,160,
Fraser Lake,TZ2-182,5/15/22,10:24,5/16/22,9:07,54.072619,124.732753,CT,5.3,,CCG,1,NA,,,Nulki RB,130,
Fraser Lake,TZ2-199,5/15/22,12:08,5/16/22,10:06,54.075653,124.677145,CT,4.9,,BB,1,NA,,,Nulki RB,150,Burbot pulled up but escaped - not tagged
Fraser Lake,TZ2-203,5/15/22,10:51,5/16/22,9:31,54.074205,124.707138,CT,5.1,,NA,0,NA,,,Nulki RB,150,moved 45m from waypoint 
Fraser Lake,TZ2-213M,5/15/22,11:49,5/16/22,9:58,54.073345,124.703399,CT,4,,NA,0,NA,,,Nulki RB,150,lost bait bag
Fraser Lake,TZ2-226,5/15/22,10:46,5/16/22,9:25,54.074455,124.713854,CT,8.4,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-245,5/15/22,12:45,5/16/22,11:15,54.096158,124.728506,CT,3.4,,NA,0,NA,,,Nulki RB,180,
Fraser Lake,TZ2-280,5/15/22,12:24,5/16/22,10:34,54.075510,124.673219,CT,9.4,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-295,5/15/22,12:38,5/16/22,11:11,54.099350,124.728275,CT,7.9,,CCG,1,NA,,,Nulki RB,150,
Fraser Lake,TZ2-309,5/15/22,12:16,5/16/22,10:28,54.076928,124.677581,CT,9.6,,NA,0,NA,,,Nulki RB,120,
Fraser Lake,TZ3-1117,5/16/22,16:29,5/17/22,8:49,54.087434,124.769225,CT,6.6,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ3-1119,5/16/22,14:27,5/17/22,9:21,54.066297,124.770945,CT,7,6.6,BB,1,7208,54,800,Nulki RB,200,
Fraser Lake,TZ3-1122,5/16/22,15:22,5/17/22,10:56,54.094761,124.821735,CT,6.4,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ3-1137,5/16/22,15:26,5/17/22,10:58,54.097091,124.824134,CT,6.3,,CCG,1,NA,,,Nulki RB,100,
Fraser Lake,TZ3-1138,5/16/22,15:57,5/17/22,9:13,54.075735,124.797419,CT,8.1,,NA,0,NA,,,Nulki RB,130,
Fraser Lake,TZ3-1184,5/16/22,15:02,5/17/22,10:47,54.091617,124.800834,CT,9.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ3-1192,5/16/22,16:04,5/17/22,8:59,54.081552,124.808639,CT,4.4,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ3-1197M,5/16/22,15:43,5/17/22,11:23,54.093155,124.832500,CT,5.3,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ3-12,5/16/22,15:36,5/17/22,11:08,54.095581,124.835071,CT,5.6,,BB,1,7060,52.5,1000,Nulki RB,200,not acoustic tagged - gloves not generating shock
Fraser Lake,TZ3-1203M,5/16/22,15:14,5/17/22,10:52,54.094577,124.811146,CT,2.9,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ3-1217,5/16/22,15:08,5/17/22,10:38,54.092075,124.804694,CT,9.1,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ3-1230,5/16/22,16:11,5/17/22,9:08,54.073939,124.802264,CT,5.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ3-1235,5/16/22,15:31,5/17/22,11:04,54.099142,124.834884,CT,5.3,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ3-1236,5/16/22,16:36,5/17/22,8:53,54.086354,124.770754,CT,5.3,,NA,0,NA,,,Nulki RB,130,
Fraser Lake,TZ3-1238,5/16/22,15:51,5/17/22,11:31,54.083257,124.809991,CT,5.6,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ3-123M,5/16/22,16:22,5/17/22,8:42,54.091841,124.757502,CT,3.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-202,5/17/22,12:58,5/18/22,15:51,54.100616,124.723023,CT,9.6,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-369,5/17/22,12:20,5/18/22,,54.077309,124.679216,CT,7.2,,NA,0,NA,,,Nulki RB,NA,re-used bait
Fraser Lake,TZ2-384,5/17/22,12:45,5/18/22,16:01,54.107425,124.682267,CT,6.7,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-390M,5/17/22,12:05,5/18/22,16:16,54.073467,124.708502,CT,4.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-456,5/17/22,12:35,5/18/22,16:06,54.102004,124.673623,CT,7,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-482,5/17/22,12:12,5/18/22,16:26,54.077715,124.692534,CT,4.1,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ2-495,5/17/22,12:16,5/18/22,16:30,54.079703,124.688005,CT,9.7,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-509,5/17/22,12:53,5/18/22,15:54,54.103315,124.708777,CT,8.9,,NA,0,NA,,,Nulki RB,NA,
Fraser Lake,TZ2-349,5/17/22,10:14,5/19/22,9:21,54.071973,124.737591,CT,5,6.9,BB,1,7188,50.2,900,Nulki RB,200,PIT tag fell out during surgery
Fraser Lake,TZ2-382,5/17/22,10:05,5/19/22,9:06,54.073164,124.741984,CT,8.5,6.7,BB,1,7059,60,1250,Nulki RB,200,
Fraser Lake,TZ2-415M,5/17/22,9:52,5/19/22,8:35,54.070251,124.740968,CT,3.6,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-421,5/17/22,10:19,5/19/22,9:33,54.074516,124.728521,CT,9.2,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-470,5/17/22,10:22,5/19/22,9:37,54.074331,124.724835,CT,9.5,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-473,5/17/22,10:10,5/19/22,9:03,54.072814,124.744024,CT,8.6,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ2-489,5/17/22,9:58,5/19/22,8:39,54.071198,124.744434,CT,4.8,,BB,1,7187,not recorded,not recorded,Nulki RB,200,
Fraser Lake,TZ2-4M,5/17/22,12:00,5/19/22,9:43,54.073049,124.710845,CT,2.7,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-433,5/19/22,10:42,5/20/22,9:59,54.064677,124.637330,CT,9.9,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-50,5/19/22,10:39,5/20/22,9:43,54.067108,124.644366,CT,9.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-567,5/19/22,10:07,5/20/22,9:55,54.064056,124.639931,CT,8.5,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-577,5/18/22,17:01,5/20/22,9:00,54.094561,124.641158,CT,7.2,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ1-580,5/19/22,10:12,5/20/22,9:50,54.065647,124.640920,CT,8.8,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-58M,5/19/22,10:18,5/20/22,10:04,54.063483,124.635988,CT,10,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ1-600M,5/19/22,10:30,5/20/22,10:12,54.064502,124.619280,CT,5.3,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-62,5/18/22,16:59,5/20/22,9:08,54.090632,124.628362,CT,4.2,,NA,0,NA,,,Nulki RB,120,
Fraser Lake,TZ1-630,5/18/22,17:16,5/20/22,8:54,54.101277,124.656605,CT,3.9,,NA,0,NA,,,Nulki RB,100,
Fraser Lake,TZ1-639,5/18/22,17:04,5/20/22,9:03,54.092452,124.636896,CT,8.4,,NA,0,NA,,,Nulki RB,120,
Fraser Lake,TZ1-647,5/18/22,17:23,5/20/22,8:47,54.100878,124.658426,CT,9.2,,NA,0,NA,,,Nulki RB,140,
Fraser Lake,TZ1-650M,5/18/22,16:53,5/20/22,9:12,54.089083,124.624058,CT,4.4,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-655,5/19/22,9:59,5/20/22,9:38,54.073894,124.670277,CT,9.8,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-659,5/18/22,17:18,5/20/22,8:51,54.100713,124.655399,CT,4.3,,NA,0,NA,,,Nulki RB,140,
Fraser Lake,TZ1-663,5/18/22,16:48,5/20/22,9:15,54.086569,124.629043,CT,6.8,,NA,0,NA,,,Nulki RB,150,
Fraser Lake,TZ1-665,5/19/22,10:24,5/20/22,10:06,54.061797,124.633608,CT,9.7,,NA,0,NA,,,Nulki RB,200,
Fraser Lake,TZ4-193,5/20/22,12:20,5/21/22,11:26,54.073718,124.872864,CT,8,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-208,5/20/22,11:57,5/21/22,10:44,54.077008,124.838354,CT,6.6,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-222,5/20/22,13:08,5/21/22,12:20,54.060945,124.862087,CT,8.6,,NA,0,,,,Nulki RB,200,
Fraser Lake,TZ4-230,5/20/22,12:57,5/21/22,11:57,54.061587,124.886522,CT,8.6,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-233,5/20/22,12:47,5/21/22,12:05,54.060655,124.895948,CT,4.9,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-234,5/20/22,12:28,5/21/22,11:32,54.066085,124.882110,CT,9.5,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-237,5/20/22,11:37,5/21/22,10:17,54.073240,124.818011,CT,7.1,,NA,0,,,,Nulki RB,125,
Fraser Lake,TZ4-239,5/20/22,12:37,5/21/22,11:36,54.063104,124.883123,CT,9.2,,BB,2,7190,69,2150,Nulki RB,150,recovered from barotrauma after being held at ~3m depth for 2 hours
Fraser Lake,TZ4-250,5/20/22,11:48,5/21/22,10:25,54.075353,124.834275,CT,6.5,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-257,5/20/22,12:04,5/21/22,10:34,54.081370,124.831995,CT,3.1,,BB,1,7058,65,2050,Nulki RB,150,
Fraser Lake,TZ4-258,5/20/22,11:52,5/21/22,10:29,54.076757,124.830918,CT,5.7,,NA,0,,,,Nulki RB,150,moved 95m from waypoint
Fraser Lake,TZ4-262,5/20/22,12:54,5/21/22,12:14,54.058856,124.893623,CT,7.3,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-264,5/20/22,12:10,5/21/22,10:49,54.079643,124.839758,CT,5.6,,NA,0,,,,Nulki RB,200,
Fraser Lake,TZ4-275,5/20/22,12:41,5/21/22,12:01,54.062091,124.890046,CT,6.3,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ4-288M,5/20/22,11:41,5/21/22,10:21,54.075230,124.826218,CT,5.6,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ4-290,5/20/22,11:33,5/21/22,9:56,54.069749,124.817608,CT,8.7,7,BB,1,7189,35.5,250,Nulki RB,150,
Fraser Lake,TZ2-518,6/6/22,18:31,6/7/22,11:30,54.10362,124.707778,CT,6.1,,NA,0,,,,Nulki RB,130,
Fraser Lake,TZ2-527,6/6/22,17:00,6/7/22,8:58,54.073739,124.738711,CT,5.9,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-53,6/6/22,17:59,6/7/22,11:05,54.092219,124.727473,CT,3.6,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-533,6/6/22,18:44,6/7/22,12:00,54.102065,124.717246,CT,6.3,,NA,0,,,,Nulki RB,190,
Fraser Lake,TZ2-539,6/6/22,16:45,6/7/22,8:45,54.070720,124.743102,CT,4.1,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-542,6/6/22,18:51,6/7/22,12:05,54.100505,124.725907,CT,8.3,,NA,0,,,,Nulki RB,140,
Fraser Lake,TZ2-55,6/6/22,18:41,6/7/22,11:50,54.102035,124.713939,CT,9.4,,BB,1,7474,,,Nulki RB,120,
Fraser Lake,TZ2-550,6/6/22,17:15,6/7/22,9:04,54.073025,124.731555,CT,7.2,,NA,0,,,,Nulki RB,140,
Fraser Lake,TZ2-56,6/6/22,17:44,6/7/22,10:59,54.087528,124.734419,CT,8.9,,BB,1,7471,,,Nulki RB,120,
Fraser Lake,TZ2-574,6/6/22,18:37,6/7/22,11:40,54.102665,124.711592,CT,7.9,,BB,1,7362,,,Nulki RB,160,
Fraser Lake,TZ2-585,6/6/22,17:34,6/7/22,9:52,54.074181,124.702268,CT,3.3,,NA,0,,,,Nulki RB,150,
Fraser Lake,TZ2-589,6/6/22,17:51,6/7/22,10:09,54.088852,124.745495,CT,7.8,,BB,1,7054,,,Nulki RB,110,
Fraser Lake,TZ2-597,6/6/22,18:25,6/7/22,11:19,54.105603,124.679705,CT,9.7,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-6,6/6/22,16:53,6/7/22,8:51,54.071068,124.739728,CT,1.9,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-603,6/6/22,17:19,6/7/22,9:25,54.07386,124.723464,CT,7.1,,BB,1,7470,,,Nulki RB,190,
Fraser Lake,TZ2-604,6/6/22,17:25,6/7/22,9:45,54.073922,124.711523,CT,3.2,,NA,0,,,,Nulki RB,100,
Fraser Lake,TZ2-518,6/7/22,11:36,6/8/22,12:34,54.10362,124.707778,CT,6.3,,CCG,1,,,,Nulki RB,250,
Fraser Lake,TZ2-527,6/7/22,9:01,6/8/22,15:10,54.073739,124.738711,CT,7.2,,NA,0,,,,Nulki RB,250,
Fraser Lake,TZ2-53,6/7/22,14:13,6/8/22,12:01,54.092219,124.727473,CT,3.1,,NA,0,,,,Nulki RB,380,
Fraser Lake,TZ2-533,6/7/22,12:01,6/8/22,12:11,54.102065,124.717246,CT,9.6,,NA,0,,,,Nulki RB,240,
Fraser Lake,TZ2-539,6/7/22,8:50,6/8/22,15:18,54.070720,124.743102,CT,4.4,,NA,0,,,,Nulki RB,300,
Fraser Lake,TZ2-542,6/7/22,12:09,6/8/22,12:06,54.100505,124.725907,CT,4.5,,CCG,1,,,,Nulki RB,230,
Fraser Lake,TZ2-55,6/7/22,11:57,6/8/22,12:15,54.102035,124.713939,CT,9.3,,NA,0,,,,Nulki RB,250,
Fraser Lake,TZ2-550,6/7/22,9:06,6/8/22,15:05,54.073025,124.731555,CT,7.7,,NA,0,,,,Nulki RB,350,
Fraser Lake,TZ2-56,6/7/22,11:09,6/8/22,11:56,54.087528,124.734419,CT,9.8,,NA,0,,,,Nulki RB,330,
Fraser Lake,TZ2-574,6/7/22,11:47,6/8/22,12:18,54.102665,124.711592,CT,9,,BB,1,7363,,,Nulki RB,300,
Fraser Lake,TZ2-585,6/7/22,9:56,6/8/22,14:49,54.074181,124.702268,CT,4.7,,NA,0,,,,Nulki RB,300,
Fraser Lake,TZ2-589,6/7/22,10:14,6/8/22,11:49,54.088852,124.745495,CT,4.8,,CCG,1,,,,Nulki RB,350,
Fraser Lake,TZ2-597,6/7/22,11:22,6/8/22,13:02,54.105603,124.679705,CT,5.9,,NA,0,,,,Nulki RB,300,
Fraser Lake,TZ2-6,6/7/22,8:56,6/8/22,15:13,54.071068,124.739728,CT,4.5,,NA,0,,,,Nulki RB,330,
Fraser Lake,TZ2-603,6/7/22,9:38,6/8/22,14:59,54.07386,124.723464,CT,7.5,,NA,0,,,,Nulki RB,300,
Fraser Lake,TZ2-604,6/7/22,9:47,6/8/22,14:54,54.073922,124.711523,CT,4.2,,CCG,1,,,,Nulki RB,350,
Fraser Lake,TZ1-832,6/8/22,14:07,6/10/22,9:34,54.06675,124.622945,CT,8.4,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-835,6/8/22,14:00,6/10/22,9:22,54.076759,124.620445,CT,8.9,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-849,6/8/22,13:15,6/10/22,8:28,54.10021,124.669909,CT,4.8,,NA,0,,,,Cluculz RB,130,
Fraser Lake,TZ1-85,6/8/22,15:52,6/10/22,12:40,54.062976,124.637476,CT,9.7,,BB,2,,,,Cluculz RB,150,
Fraser Lake,TZ1-880,6/8/22,15:44,6/10/22,12:21,54.070631,124.655581,CT,9.2,,BB,3,"7366, 7367, 7477",,,Cluculz RB,100,
Fraser Lake,TZ1-881,6/8/22,15:36,6/10/22,12:07,54.072526,124.668507,CT,9.5,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-883,6/8/22,14:11,6/10/22,9:37,54.065795,124.623451,CT,3.6,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-908,6/8/22,16:17,6/10/22,9:41,54.063508,124.622956,CT,8.9,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-931,6/8/22,15:47,6/10/22,12:30,54.069068,124.648332,CT,10,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-934,6/8/22,13:33,6/10/22,8:36,54.100267,124.650801,CT,4.6,,NA,0,,,,Cluculz RB,100,
Fraser Lake,TZ1-94,6/8/22,13:24,6/10/22,8:31,54.100525,124.668182,CT,5.2,,NA,0,,,,Cluculz RB,120,
Fraser Lake,TZ1-942,6/8/22,13:36,6/10/22,8:42,54.099859,124.650149,CT,6.9,,BB,1,7475,,,Cluculz RB,150,
Fraser Lake,TZ1-95,6/8/22,14:20,6/10/22,12:56,54.059464,124.627634,CT,8.1,,BB,1,7479,,,Cluculz RB,170,
Fraser Lake,TZ1-969,6/8/22,15:39,6/10/22,12:15,54.069746,124.66012,CT,9.7,,BB,1,7476,,,Cluculz RB,100,
Fraser Lake,TZ1-977,6/8/22,13:54,6/10/22,9:03,54.082052,124.621253,CT,3.5,,BB,1,7365,,,Cluculz RB,150,
Fraser Lake,TZ1-978,6/8/22,15:55,6/10/22,12:51,54.059035,124.636178,CT,6.9,,NA,0,,,,Cluculz RB,175,
Fraser Lake,TZ1-324,6/10/22,11:47,6/12/22,12:48,54.05868,124.625438,CT,9,,NA,0,,,,Cluculz RB,170,
Fraser Lake,TZ1-327,6/10/22,11:52,6/12/22,12:44,54.059704,124.631342,CT,9.5,,NA,0,,,,Cluculz RB,180,
Fraser Lake,TZ1-331,6/10/22,12:09,6/12/22,12:59,54.071461,124.666744,CT,8.2,,CCG,1,,,,Cluculz RB,180,
Fraser Lake,TZ1-364,6/10/22,11:44,6/12/22,12:39,54.065702,124.624225,CT,6.2,,NA,0,,,,Cluculz RB,110,
Fraser Lake,TZ1-365,6/10/22,11:11,6/12/22,11:58,54.101276,124.661967,CT,6.6,,BB,1,7481,,,Cluculz RB,120,
Fraser Lake,TZ1-376,6/10/22,11:33,6/12/22,12:27,54.074737,124.621585,CT,4.1,,BB,1,7370,,,Cluculz RB,130,moved offshore
Fraser Lake,TZ1-39,6/10/22,11:28,6/12/22,12:20,54.080797,124.620813,CT,6.3,,NA,0,,,,Cluculz RB,160,
Fraser Lake,TZ1-397,6/10/22,11:18,6/12/22,12:10,54.092383,124.630956,CT,4.7,,NA,0,,,,Cluculz RB,140,
Fraser Lake,TZ1-416,6/10/22,11:24,6/12/22,12:15,54.082999,124.624434,CT,5.5,,CCG,1,,,,Cluculz RB,120,
Fraser Lake,TZ1-417,6/10/22,11:37,6/12/22,12:35,54.073464,124.622511,CT,4.5,,NA,0,,,,Cluculz RB,170,
Fraser Lake,TZ2-220,5/14/22,19:00,,,54.101330,124.721466,CT,9.1,,NA,0,NA,,,Nulki RB,100,
Cluculz Lake,CLU-Z1-287,5/24/22,12:35,5/25/22,11:07,53.849668,123.679481,CT,7,8.9 at surface,NA,0,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-104,5/24/22,12:40,5/25/22,11:11,53.851408,123.67818,CT,9.1,,NA,0,,,,Nulki RB,200,
Cluculz Lake,CLU-Z1-203,5/24/22,12:50,5/25/22,11:16,53.850329,123.675172,CT,6.6,,NA,0,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-41,5/24/22,13:05,5/25/22,11:19,53.851733,123.674527,CT,10.5,,NA,0,,,,Nulki RB,150,moved 40m inshore
Cluculz Lake,CLU-Z1-237,5/24/22,13:15,5/25/22,11:24,53.85197,123.668908,CT,7.5,,NA,0,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-67,5/24/22,13:20,5/25/22,11:26,53.851645,123.670552,CT,3,,NA,0,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-254,5/24/22,13:30,5/25/22,11:47,53.853163,123.662843,CT,5.1,,NA,0,,,,Nulki RB,150,moved 100m inshore
Cluculz Lake,CLU-Z1-142,5/24/22,13:35,5/25/22,11:33,53.857105,123.663947,CT,9.5,,CCG,1,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-11,5/24/22,13:50,5/25/22,11:37,53.858476,123.662909,CT,7.8,,NA,0,,,,Nulki RB,150,moved 40m inshore
Cluculz Lake,CLU-Z1-119,5/24/22,13:55,5/25/22,11:42,53.859497,123.662832,CT,7.5,,NA,0,,,,Nulki RB,150,
Cluculz Lake,CLU-Z1-136,5/24/22,14:05,5/25/22,11:54,53.863315,123.654023,CT,5.1,7.5 at surface,NA,0,,,,Nulki RB,150,30m inshore
Cluculz Lake,CLU-Z1-190,5/24/22,14:50,5/25/22,14:12,53.870025,123.626498,CT,8.2,,NA,0,,,,Nulki RB,150,40m inshore
Cluculz Lake,CLU-Z1-53,5/24/22,15:00,5/25/22,14:16,53.875149,123.615974,CT,6,,CCG,2,,,,Nulki RB,150,100m inshore
Cluculz Lake,CLU-Z1-82,5/24/22,15:10,5/25/22,15:36,53.884698,123.628661,CT,6.5,,NA,0,,,,Nulki RB,200,110m inshore
Cluculz Lake,CLU-Z1-162,5/24/22,15:15,5/25/22,15:32,53.884698,123.628661,CT,6.8,,NA,0,,,,Nulki RB,200,100m inshore
Cluculz Lake,CLU-Z1-362,5/24/22,15:20,5/25/22,15:26,53.87313,123.639522,CT,3,,NA,0,,,,Nulki RB,150,75m inshore
Cluculz Lake,CLU-Z2-2609,5/25/22,12:22,5/26/22,11:50,53.89734,123.622917,CT,2.8,11.2 at surface,NA,0,,,,store-bought RB,100,
Cluculz Lake,CLU-Z2-3592,5/25/22,12:27,5/26/22,11:55,53.89557,123.605341,CT,1.5,,NA,0,,,,store-bought RB,180,
Cluculz Lake,CLU-Z2-518,5/25/22,12:30,5/26/22,12:05,53.895994,123.610152,CT,7.3,,NA,0,,,,store-bought RB,180,
Cluculz Lake,CLU-Z2-1397,5/25/22,12:34,5/26/22,12:10,53.89619,123.613738,CT,8,,NA,0,,,,store-bought RB,150,
Cluculz Lake,CLU-Z2-1163,5/25/22,12:38,5/26/22,12:15,53.895589,123.616863,CT,7.5,,NA,0,,,,Cluculz RB,150,
Cluculz Lake,CLU-Z2-1618,5/25/22,12:43,5/26/22,12:20,53.89551,123.616741,CT,7.7,,NA,0,,,,Cluculz RB,100,
Cluculz Lake,CLU-Z2-437,5/25/22,12:46,5/26/22,12:25,53.896016,123.6226,CT,8,,NA,0,,,,Nulki RB,100,
Cluculz Lake,CLU-Z2-1191,5/25/22,12:49,5/26/22,12:40,53.893437,123.615344,CT,8,,NA,0,,,,Nulki RB,125,
Cluculz Lake,CLU-Z2-1565,5/25/22,12:52,5/26/22,13:40,53.895879,123.619525,CT,7,,NA,0,,,,Nulki RB,200,
