Trap #,Date Set,Time Set,Date Pulled ,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Open/ Closed Funnel (OF/CF) , Bait ,Depth m,Temp C,Secchi Depth,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (MM),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Sacrificed (Y/N),Sacrificied Code,Taggged Mortality,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
H4,13-Oct-09,1248,14-Oct-09,1412,10U,478597,5959340,Hoop Trap, N/A , Sockeye ,5.3,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. PCC were gilled on hoop trap but still alive.,PCC,4,0,230,240,240,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,13-Oct-09,1244,14-Oct-09,1406,10U,478446,5959431,Hoop Trap, N/A , Sockeye ,9.2,4,2,N,0,,,,,,,,,,,,"Burbot captured on 14/10/09 was not measured, sampling kit was left in town. Burbot was left in trap to measure next day. Burbot escaped.Depth not taken on 13/10/09. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,13-Oct-09,1252,14-Oct-09,1417,10U,478176,5959116,Hoop Trap, N/A , Sockeye ,4.1,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. PCC was gilled on hoop trap but alive.,PCC,1,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,14-Oct-09,1335,15-Oct-09,1412,10U,477682,5959870,Hoop Trap, N/A , Sox/NSC ,15.0,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox added 1NSC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,14-Oct-09,1343,15-Oct-09,1419,10U,477826,5959690,Hoop Trap, N/A , Sox/PCC ,11.0,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox added 1PCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,14-Oct-09,1403,15-Oct-09,1428,10U,478175,5959478,Hoop Trap, N/A , Sockeye ,10.0,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,14-Oct-09,1414,15-Oct-09,1440,10U,478597,5959340,Hoop Trap, N/A , Sox/PCC ,5.5,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox added 2 PCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,14-Oct-09,1418,15-Oct-09,1436,10U,478446,5959431,Hoop Trap, N/A , Sockeye ,9.2,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,14-Oct-09,1420,15-Oct-09,1447,10U,478176,5959116,Hoop Trap, N/A , Sox/PCC ,4.1,7,1.1,N,0,,,,,,,,,,,,"Weather same, reused sox added 1PCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,15-Oct-09,1443,17-Oct-09,1450,10U,478570,5959337,Hoop Trap, N/A , PCC ,6.7,7,1.5,Y,1,790,3.19,300,Y,FW YELLOW BC0042,N,,L,N,,,48 hour set due to weather concerns. Add bait 3PCC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,15-Oct-09,1416,17-Oct-09,1350,10U,477671,5959860,Hoop Trap, N/A , PCC/NSC ,15.0,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. Add bait 2 PCC 1NSC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,15-Oct-09,1422,17-Oct-09,1411,10U,477893,5959789,Hoop Trap, N/A , PCC ,2.0,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. Fresh bait (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,15-Oct-09,1430,17-Oct-09,1430,10U,478188,5959461,Hoop Trap, N/A , CSU/PCC ,11.0,7,1.5,Y,1,610,2.07,270,N,,Y,FW PINK BC0000145,L,N,,,48 hour set due to weather concerns. Add bait (CP 12/23/09- Incomplete data),NSC,1,0,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,15-Oct-09,1436,17-Oct-09,1443,10U,478477,5959413,Hoop Trap, N/A , PCC ,9.0,7,1.5,N,0,,,,,,,,,,,,"48 hour set due to weather concerns. Add bait 2PCC, reset (CP 12/23/09- Incomplete data)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,15-Oct-09,1450,17-Oct-09,1500,10U,478197,5959166,Hoop Trap, N/A , PCC ,2.9,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. Add bait 5PCC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,17-Oct-09,1440,19-Oct-09,1557,10U,478176,5959450,Hoop Trap, N/A , CSU/PCC ,11.0,7,1.2,Y,1 of 2,790,3.36,320,Y,FW ORANGE BC01436,N,,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. No bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,17-Oct-09,1440,19-Oct-09,1557,10U,478176,5959450,Hoop Trap, N/A , CSU/PCC ,11.0,7,1.2,Y,2 of 2,680,2.57,310,Y,FW ORANGE BC01437,N,,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. No bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,17-Oct-09,1445,19-Oct-09,1606,10U,478477,5959413,Hoop Trap, N/A , PCC ,9.0,7,1.5,Y,1,500,1.11,200,Y,FW ORANGE BC01438,N,,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. No bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,17-Oct-09,1352,19-Oct-09,1535,10U,477680,5959851,Hoop Trap, N/A , PCC/NSC ,15.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,17-Oct-09,1409,19-Oct-09,1540,10U,477893,5959789,Hoop Trap, N/A , PCC ,2.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,17-Oct-09,1453,19-Oct-09,1615,10U,478570,5959337,Hoop Trap, N/A , PCC ,6.7,7,1.2,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. No bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,17-Oct-09,1503,19-Oct-09,1620,10U,478197,5959166,Hoop Trap, N/A , PCC ,2.9,7,1.2,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. No bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,19-Oct-09,1610,20-Oct-09,1331,10U,478164,5954472,Hoop Trap, N/A , NSC ,2.0,6,1.1,Y,1,630,1.93,280,Y,FW YELLOW BC01533,N,,L,N,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,19-Oct-09,1537,20-Oct-09,1409,10U,477656,5959880,Hoop Trap, N/A , PCC/NSC ,16.0,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,19-Oct-09,1542,20-Oct-09,1320,10U,477910,5959765,Hoop Trap, N/A , PCC/CSU ,2.7,6,1.1,Y ,1,430,0.64,140,N,,Y,FW ORANGE BC01441,L,N,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,19-Oct-09,1616,20-Oct-09,1358,10U,478542,5959220,Hoop Trap, N/A , PCC ,7.8,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,19-Oct-09,1612,20-Oct-09,1352,10U,478466,5959429,Hoop Trap, N/A , PCC ,9.2,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,19-Oct-09,1622,20-Oct-09,1402,10U,478192,5959174,Hoop Trap, N/A , NSC/PCC ,3.2,7,1.2,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,20-Oct-09,1414,21-Oct-09,1034,10U,477656,5959880,Hoop Trap, N/A , PCC/NSC ,16.0,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,20-Oct-09,1325,21-Oct-09,1052,10U,477006,5959762,Hoop Trap, N/A , CSU/PCC ,2.7,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,20-Oct-09,1234,21-Oct-09,1117,10U,478125,5959463,Hoop Trap, N/A , NSC ,11.0,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,20-Oct-09,1400,21-Oct-09,1127,10U,478547,5959213,Hoop Trap, N/A , CSU/PCC ,7.9,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,20-Oct-09,1354,21-Oct-09,1122,10U,470444,5959430,Hoop Trap, N/A , PCC ,9.3,6,1.2,N,0,,,,,,,,,,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,20-Oct-09,1404,21-Oct-09,76u676677671,1,478192,5959174,Hoop Trap, N/A , NSC/PCC ,3.1,6,1.2,N,0,,,,,,,,,,,,Trap relocated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,21-Oct-09,1136,22-Oct-09,1127,10U,478323,5959286,Hoop Trap, N/A , PCC ,5.2,6,1.5,Y,1,410,0.56,155,N,N/A,N,,L,Y,008,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,21-Oct-09,1036,22-Oct-09,1035,10U,477636,5959900,Hoop Trap, N/A , NSC/PCC ,15.0,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,21-Oct-09,1054,22-Oct-09,1047,10U,477885,5959778,Hoop Trap, N/A , CSU/PCC ,2.5,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,21-Oct-09,1119,22-Oct-09,1113,10U,478112,5959473,Hoop Trap, N/A , NSC/PCC ,11.0,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,21-Oct-09,1130,22-Oct-09,1123,10U,478551,5959314,Hoop Trap, N/A , CSU/PCC ,7.2,6,1.5,N,0,,,,,,,,,,,,Trap reset in same location 10/22/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,21-Oct-09,1024,22-Oct-09,1118,10U,478453,5959435,Hoop Trap, N/A , PCC ,9.1,6,1.5,N,0,,,,,,,,,,,,Trap reset in same general location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,22-Oct-09,1037,23-Oct-09,1044,10U,477625,5959892,Hoop Trap, N/A , NSC/PCC ,15.0,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,22-Oct-09,1053,23-Oct-09,1120,10U,477887,5959766,Hoop Trap, N/A , NSC/PCC ,2.5,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,22-Oct-09,1114,23-Oct-09,1153,10U,478096,5959483,Hoop Trap, N/A , NSC/PCC ,11.0,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,22-Oct-09,1125,23-Oct-09,1221,10U,478557,5959312,Hoop Trap, N/A , CSU/PCC ,7.8,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,22-Oct-09,1120,23-Oct-09,1210,10U,478420,5959442,Hoop Trap, N/A , NSC ,9.3,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,22-Oct-09,1132,23-Oct-09,1232,10U,478282,5959293,Hoop Trap, N/A , PCC ,5.3,6,1.8,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,23-Oct-09,1240,24-Oct-09,1240,10U,478282,5959293,Hoop Trap, N/A , NSC ,5.3,6,1.5,Y,1,595,1.58,240,Y,FW YELLOW BC0538,N,,L,N,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,23-Oct-09,1226,24-Oct-09,1225,10U,478557,5959312,Hoop Trap, N/A , CSU/PCC ,7.8,6,1.5,Y,1,475,0.77,190,N,N/A,N,,L,Y,017,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,23-Oct-09,1050,24-Oct-09,1044,10U,477625,5959892,Hoop Trap, N/A , NSC/PCC ,16.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,23-Oct-09,1125,24-Oct-09,1134,10U,477909,5959765,Hoop Trap, N/A , NSC/PCC ,2.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,23-Oct-09,1202,24-Oct-09,1155,10U,478096,5959483,Hoop Trap, N/A , PCC/NSC ,11.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,23-Oct-09,1215,24-Oct-09,1219,10U,478920,5959442,Hoop Trap, N/A , NSC/PCC ,9.2,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,24-Oct-09,1243,25-Oct-09,1214,10U,478331,5959254,Hoop Trap, N/A , NSC/PCC ,4.5,6,1.5,Y,1,470,0.83,175,Y,FW YELLOW BC01541,N,,L,N,,,Snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,24-Oct-09,1045,25-Oct-09,1121,10U,477669,5959875,Hoop Trap, N/A , NSC/PCC ,16.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,24-Oct-09,1136,25-Oct-09,1144,10U,477909,5959765,Hoop Trap, N/A , NSC/PCC ,2.2,6,1.5,N,0,,,,,,,,,,,,Snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,24-Oct-09,1200,25-Oct-09,1156,10U,478096,5959483,Hoop Trap, N/A , CSU/NSC/PCC ,11.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,24-Oct-09,1227,25-Oct-09,1209,10U,478602,5959272,Hoop Trap, N/A , CSU/NSC/PCC ,3.7,6,1.5,N,0,,,,,,,,,,,,No Comment,PCC,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,24-Oct-09,1220,25-Oct-09,1204,10U,478464,5959431,Hoop Trap, N/A , CSU/PCC ,9.5,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,25-Oct-09,1124,26-Oct-09,1027,10U,477676,5959917,Hoop Trap, N/A , NSC/PCC ,10.0,6,1.5,Y,1,564,1.29,230,Y,FW YELLOW BC01542,N,,L,N,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,25-Oct-09,1145,26-Oct-09,1044,10U,477909,5959764,Hoop Trap, N/A , NSC/PCC ,2.3,6,1.5,N,0,,,,,,,,,,,,Snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,25-Oct-09,1158,26-Oct-09,1159,10U,478103,5959479,Hoop Trap, N/A , NSC/CSU/PCC ,11.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,25-Oct-09,1210,26-Oct-09,1110,10U,478581,5959286,Hoop Trap, N/A , NSC/CSU/PCC ,5.8,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,25-Oct-09,1206,26-Oct-09,1104,10U,478457,5959434,Hoop Trap, N/A , NSC/CSU/PCC ,9.8,6,1.5,N,0,,,,,,,,,,,,Repaired hoop entrance with zap strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,25-Oct-09,1215,26-Oct-09,1113,10U,478308,5959254,Hoop Trap, N/A , NSC/PCC ,4.0,6,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,26-Oct-09,1035,27-Oct-09,1442,10U,477739,5959846,Hoop Trap, N/A , PCC ,10.0,6,1.5,Y,1,655,2.28,290,Y,FW YELLOW BC01544,N,,L,N,,,H-1 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,26-Oct-09,1045,27-Oct-09,1447,10U,477904,5959769,Hoop Trap, N/A , NSC ,2.2,6,1.5,N,0,,,,,,,,,,,,H-2 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,26-Oct-09,1100,27-Oct-09,1455,10U,478119,5959484,Hoop Trap, N/A , CSU/NSC/PCC ,2.5,6,1.5,N,0,,,,,,,,,,,,H-3 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,26-Oct-09,1111,27-Oct-09,1505,10U,478595,5959294,Hoop Trap, N/A , CSU/NSC/PCC ,4.9,6,1.5,N,0,,,,,,,,,,,,H-4 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,26-Oct-09,1106,27-Oct-09,1501,10U,478521,5959440,Hoop Trap, N/A , CSU/NSC/PCC ,7.0,6,1.5,N,0,,,,,,,,,,,,H-5 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,26-Oct-09,1114,27-Oct-09,1509,10U,478323,5959250,Hoop Trap, N/A , NSC/PCC ,4.6,6,1.5,N,0,,,,,,,,,,,,H-6 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,6-Jun-09,1648,7-Jun-09,1719,10U,477915,5959174,Trap Net, -   , -   ,10.3,14,1.5,,0,,,,,,,,,,,,Trap net not set properly due to water depth > 10.3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,7-Jun-09,1724,12-Jun-09,0730,10U,477915,5959174,Trap Net, -   , -   ,10.3,14,2.1,Y,1,430,0.68,180,Y,FW ORANGE BC02429,N,,L,N,,,Removed trap to reset to Dahl Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2,7-Jun-09,1408,9-Jun-09,1230,10U,474410,5958411,Trap Net, -   , -   ,10.0,16,2.1,N,0,,,,,,,,,,,,Net was initially set in deep water (9-10m) Box & wings w/ a steep shorline. Weight added to lead line would not get the net to the depth. Net trap caught no fish. Moved trap to shallows east of Ck mouth. Lg #'s of coarse observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN2,9-Jun-09,1321,10-Jun-09,0820,10U,474583,5958398,Trap Net, -   , -   ,3.8,19,2.2,N,0,,,,,,,,,,,,"NSC, PCC retained for bait. 61 coarse fish total. Net reset in same place",LSU,1,,280,,,,,PCC,3,,215,195,200,,,CSU,6,,350,370,345,300,270,NSC,51,,320,330,260,300,350,,,,,,
TN2,10-Jun-09,0855,11-Jun-09,0937,10U,474583,5958398,Trap Net, -   , -   ,3.8,17,2.5,N,0,,,,,,,,,,,,"NSC, PCC, CSU kept for bait, majority of bi-catch released",NSC,72,,440,460,450,530,540,CSU,12,,350,320,300,390,320,PCC,3,,240,210,220,,,LSU,1,,280,,,,,,,,,,
TN2,11-Jun-09,1003,12-Jun-09,0959,10U,474583,5958398,Trap Net, -   , -   ,3.8,18,2.5,N,0,,,,,,,,,,,,"All bi-catch kept for bait. Clear, sunny",NSC,21,,480,300,290,250,210,CSU,1,,390,,,,,LSU,1,,260,,,,,PCC,,,,,,,,,,,,,
TN1,12-Jun-09,0930,13-Jun-09,0815,10U,478553,5959159,Trap Net, -   , -   ,1.8,17,2.5,Y,1,430,0.65,160,Y,FW PINK BC00000147,N,,L,N,,,Left set in same spot. Portion of bi-catch retained for bait,NSC,20,,410,470,340,330,340,LSU,3,,270,360,285,,,CSU,1,,375,,,,,,,,,,,,,,,,,,
TN2,12-Jun-09,1010,13-Jun-09,1020,10U,474587,5958394,Trap Net, -   , -   ,3.8,18,2.5,N,0,,,,,,,,,,,,No burbot captured. All bi-catch retained for bait. Trap reset,NSC,3,,310,420,190,,,CSU,6,,320,340,250,240,350,LSU,2,,220,230,,,,PCC,1,,190,,,,,,,,,,
TN1,13-Jun-09,0840,14-Jun-09,1158,10U,478553,5959159,Trap Net, -   , -   ,1.5,19,2.5,N,0,,,,,,,,,,,,4 NSC kept for bait,NSC,32,,300,310,330,360,290,LSU,5,,300,330,240,230,270,CSU,3,,330,340,260,,,PCC,1,,210,,,,,,,,,,
TN2,13-Jun-09,1030,14-Jun-09,0813,10U,474587,5958394,Trap Net, -   , -   ,3.8,19,2.5,N,0,,,,,,,,,,,,No burbot captured. Most bi-catch retained for bait,NSC,27,,410,290,465,270,300,LSU,1,,375,,,,,CSU,1,,230,,,,,PCC,1,,210,,,,,,,,,,
TN2,14-Jun-09,0835,15-Jun-09,0915,10U,474587,5958394,Trap Net, -   , -   ,3.8,18,2.5,Y,1,460,0.75,170,Y,FW BLUE BC05183,N,,L,N,,,RB sank to bottom upon release. Burbot released well - no puncture,NSC,76,1,500,300,330,410,290,CSU,15,,310,320,280,300,280,LSU,4,,260,250,280,,300,PCC,6,,190,240,190,190,190,RB,1,,240,,
TN1,14-Jun-09,1207,15-Jun-09,0839,10U,478553,5959159,Trap Net, -   , -   ,1.5,20,2.5,N,0,,,,,,,,,,,,"No burbot caught, portion of bi-catch (nsc - pcc) retained for bait, all suckers released",NSC,35,,330,340,310,320,300,CSU,5,,350,340,200,340,310,LSU,3,,345,270,250,,,PCC,1,,240,,,,,,,,,,
TN1,15-Jun-09,0854,16-Jun-09,1000,10U,478553,5959159,Trap Net, -   , -   ,1.5,21,2.5,N,0,,,,,,,,,,,,Net pulled,NSC,25,,340,320,330,320,290,CSU,4,,350,330,320,300,,LSU,1,,280,,,,,PCC,,,,,,,,,,,,,
TN2,15-Jun-09,0939,16-Jun-09,0850,10U,474587,5958394,Trap Net, -   , -   ,3.8,20,2.5,N,0,,,,,,,,,,,,Net pulled,NSC,40,,340,440,320,330,280,CSU,9,,350,340,340,340,280,LSU,3,,280,390,,,220,PCC,1,,230,,,,,RB,3,,280,300,240
T1,13-Oct-09,1352,15-Oct-09,0947,10U,477930,5959708,Trap Net, N/A , N/A ,2.2,4,2,Y,2 of 2,490,0.92,200,Y,FW BLUE BC05154,N,,L,N,,,Same as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1,13-Oct-09,1352,15-Oct-09,0947,10U,477930,5959708,Trap Net, N/A , N/A ,2.2,4,2,Y,1 of 2,470,0.74,170,Y,FW BLUE BC05155,N,,L,N,,,"No depth or UTM taken on 13/10/09. 48 hr set. 1 pink tag recapture 14/10/09 left in trap, fish escaped",NSC,1,0,310,,,,,CSU,1,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,15-Oct-09,1000,16-Oct-09,0935,10U,477918,5959733,Trap Net, N/A , N/A ,2.2,7,1.1,Y,3 of 3,470,0.8,180,Y,FW BLUE BC05151,N,,L,N,,,Very full fish. Reset net.Only 1/2 work effectively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,15-Oct-09,1000,16-Oct-09,0935,10U,477918,5959733,Trap Net, N/A , N/A ,2.2,7,1.1,Y,2 of 3,600,1.55,220,Y,FW BLUE BC05152,N,,L,N,,,Very full fish. Reset net.Only 1/2 work effectively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,15-Oct-09,1000,16-Oct-09,0935,10U,477918,5959733,Trap Net, N/A , N/A ,2.2,7,1.1,Y,1 of 3,790,3.45,330,Y,FW BLUE BC05153,N,,L,N,,,Very full fish. Reset net.Only 1/2 work effectively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,16-Oct-09,1000,17-Oct-09,1030,10U,477915,5959716,Trap Net, N/A , N/A ,2.2,6,1.5,N,0,,,,,,,,,,,,"TN1 blown off course, pull and reset.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,17-Oct-09,1154,18-Oct-09,0900,10U,477915,5959716,Trap Net, N/A , N/A ,2.3,6,1.5,Y,6 of 7,477,0.73,160,Y,FW YELLOW BC0035,Y,FW BLUE BC05115,L,N,,,Blue Tag # 05155 fell out of recaptured fish and was retagged with FW YELLOW BC0035.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,17-Oct-09,1154,18-Oct-09,0900,10U,477915,5959716,Trap Net, N/A , N/A ,2.3,6,1.5,Y,5 of 7,415,0.63,155,Y,FW YELLOW BC0036,N,,L,N,,,Same as above/below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,17-Oct-09,1154,18-Oct-09,0900,10U,477915,5959716,Trap Net, N/A , N/A ,2.3,6,1.5,Y,4 of 7,450,0.88,190,Y,FW YELLOW BC0038,N,,L,N,,,Same as above/below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
