Trap #,Date Set,Time Set,Date Pulled,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour2,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificied Code,Comments,Sp.,No.L,No.D,Len,Len3,Len4,Len5,Len6,Sp.7,No.L8,No.D9,Len10,Len11,Len12,Len13,Len14,Sp.15,No.L16,No.D17,Len18,Len19,Len20,Len21,Len22,Sp.23,No.L24,No.D25,Len26,Len27,Len28,Len29,Len30,Sp.31,No.L32,No.D33,Len34,Len35,Len36
TN1,23-May-10,1348,24-May-10,0730,10U,470418,5987577,Trap Net, N/A ,4.6,9,2,N,0,,,,,,,,,,,,,Large percentage of NSC kept for bait. Trap was disabled due to time contraints. Will reset when bait needed. 800lbs of bait caught.,LSU,357,0,340,370,390,340,300,NSC,191,0,290,210,220,260,240,,,,,,,,,,,,,,,,,,,,,,
TN1,28-May-10,0730,30-May-10,0806,10U,470418,5987477,Trap Net, N/A ,4.6,9,2.5,N,0,,,,,,,,,,,,,Majority of fish were NSC. Sucker spawn is winding down.,NSC,223,0,570,300,260,180,460,LSU,36,0,350,310,280,360,320,,,,,,,,,,,,,,,,,,,,,,
TN1,31-May-10,0800,1-Jun-10,0741,10U,470418,5987477,Trap Net, N/A ,4.6,11,2,N,0,,,,,,,,,,,,,"NBC, all fish kep for bait except for the 520mm fish.",NSC,41,0,520,400,230,270,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,01-Jun-10,0801,4-Jun-10,0836,10U,470418,5987477,Trap Net, N/A ,4.6,11,2.5,N,0,,,,,,,,,,,,,Trap pulled and relocated. No long nose suckers being caught.,NSC,9,0,270,310,200,250,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,04-Jun-10,1009,4-Jun-10,2000,10U,474812,5986282,Trap Net, N/A ,2.5,11,2,Y,1,510,1.02,200,Y,Orange FWPG 02958,N,,L,N,ROSB,N,,"50% cloud cover, BB #02958 released over side of boat, successful. Trap ne reset.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN1,05-Jun-10,0828,6-Jun-10,0820,10U,474812,5986282,Trap Net, N/A ,2.5,11,2.5,N,0,,,,,,,,,,,,,NBC during set. Trap pulled for spring session.,NSC,40,0,310,200,410,260,330,LSU,2,0,400,300,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,02-Jun-10,1205,5-Jun-10,1037,10U,475115,5985952,Hoop Trap S, NSC ,10.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap reset same general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,02-Jun-10,1053,5-Jun-10,0940,10U,474469,5985852,Hoop Trap S, NSC ,1.8,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,02-Jun-10,1057,5-Jun-10,0952,10U,474583,5985932,Hoop Trap S, NSC ,6.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location. No fresh bait added. Due to low production of trap, limited bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,02-Jun-10,1219,5-Jun-10,1043,10U,475452,5986023,Hoop Trap S, NSC ,10.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,02-Jun-10,1214,5-Jun-10,1031,10U,474880,5985868,Hoop Trap S, NSC ,9.3,12,2,N,0,,,,,,,,,,,,,"NFC, trap moved to new location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,02-Jun-10,1049,5-Jun-10,0946,10U,474508,5985792,Hoop Trap S, NSC ,6.3,12,2,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,22-May-10,0910,24-May-10,0924,10U,476048,5985750,Hoop Trap S, Sockeye/2 NSC ,15.1,10.3,2,N,0,,,,,,,,,,,,,"NFC, Two NSC added. Reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,22-May-10,0920,24-May-10,0911,10U,475595,5985723,Hoop Trap S, Sockeye ,13.6,10.3,2,N,0,,,,,,,,,,,,,"NFC, NSC added as bait. Overcast and cool breeze out of SE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,22-May-10,0930,24-May-10,0918,10U,475883,5985716,Hoop Trap S, Sockeye ,14.8,10.3,2,N,0,,,,,,,,,,,,,"NFC, Two NSC added. Reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,22-May-10,0949,24-May-10,0940,10U,476349,5985948,Hoop Trap S, Sockeye ,15.5,10.3,2,N,0,,,,,,,,,,,,,"NFC, Trap set in same general location. NFC For all small hoops. NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,22-May-10,0943,24-May-10,0931,10U,476192,5985861,Hoop Trap S, Sockeye ,15.3,10.3,2,N,0,,,,,,,,,,,,,"NFC, NSC added for bait 05/24/10, Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,22-May-10,0915,24-May-10,0900,10U,475427,5985750,Hoop Trap S, Sockeye ,12.6,10.2,2,N,0,,,,,,,,,,,,,"NFC, NSC added for bait, Trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,24-May-10,0926,25-May-10,0948,10U,476021,5985804,Hoop Trap S, Sockeye +2 NSC ,15.0,9,2,N,0,,,,,,,,,,,,,"2 NSC added to sockeye bait. Set in same location, no fish caught 05/24/10. NFC, No bait added. Set in same general location 05/25/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,24-May-10,0914,25-May-10,0940,10U,475537,5985735,Hoop Trap S, Sockeye +2 NSC ,13.0,9,2,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,24-May-10,0921,25-May-10,0944,10U,475837,5985790,Hoop Trap S, Sockeye +2 NSC ,15.0,9,2,N,0,,,,,,,,,,,,,"NFC. Trap set in sme general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,24-May-10,0942,25-May-10,0958,10U,476262,5985962,Hoop Trap S, Sockeye +2 NSC ,15.0,9,2,N,0,,,,,,,,,,,,,"NFC. Trap set in sme general location, no fresh bait added. Sunny and cloudy, Warm and light, choppy water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,24-May-10,0935,25-May-10,0953,10U,476168,5985903,Hoop Trap S, Sockeye +2 NSC ,15.0,9,2,N,0,,,,,,,,,,,,,"NFC. Trap set in sme general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,24-May-10,0907,25-May-10,0932,10U,475318,5985802,Hoop Trap S, Sockeye +2 NSC ,12.0,9,2,N,0,,,,,,,,,,,,,"NFC. Trap set in sme general location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,25-May-10,0951,27-May-10,1058,10U,476005,5985866,Hoop Trap S, Sockeye + NSC ,15.0,10,2.5,N,0,,,,,,,,,,,,,"No fresh bait added 05/25/10, NFC. Trap relocated-has not caught fish during sampling periods, to S shore, 1 NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,25-May-10,0942,27-May-10,1035,10U,475517,5985755,Hoop Trap S, Sockeye + NSC ,13.0,10,2.5,N,0,,,,,,,,,,,,," NFC. Trap relocated-has not caught fish during sampling periods, to W end, No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,25-May-10,0946,27-May-10,1040,10U,475806,5985778,Hoop Trap S, Sockeye + NSC ,15.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap relocated-has not caught fish during sampling periods, to W end, 1 NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,25-May-10,1000,27-May-10,1111,10U,476242,5985963,Hoop Trap S, Sockeye + NSC ,15.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap relocated-has not caught fish in current location, to S shore, NSC added to bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,25-May-10,0955,27-May-10,1105,10U,476140,5985947,Hoop Trap S, Sockeye + NSC ,15.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap relocated-has not caught fish in current location or during sampling periods, to S shore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,25-May-10,0934,27-May-10,1031,10U,475327,5985803,Hoop Trap S, Sockeye + NSC ,11.0,10,2.5,N,0,,,,,,,,,,,,,"NFC. Trap relocated-has not caught fish during sampling period, to W end of lake, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,27-May-10,1101,29-May-10,0851,10U,475973,5985765,Hoop Trap S, Sockeye + NSC ,15.0,11,2,N,0,,,,,,,,,,,,,"NFC, trap relocated to west end of the lake. Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,27-May-10,1048,29-May-10,0946,10U,474475,5985816,Hoop Trap S, Sockeye + NSC ,2.0,11,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location. No Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,27-May-10,1046,29-May-10,0953,10U,474505,5985920,Hoop Trap S, Sockeye + NSC ,1.8,11,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location. No Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,27-May-10,1116,29-May-10,0837,10U,476287,5985772,Hoop Trap S, Sockeye + NSC ,15.0,11,2,N,0,,,,,,,,,,,,,"NFC, trap reset in new location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,27-May-10,1108,29-May-10,0848,10U,476170,5985801,Hoop Trap S, Sockeye + NSC ,15.0,11,2,N,0,,,,,,,,,,,,,"NFC, trap relocated to west end of the lake. Fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,27-May-10,1051,29-May-10,0941,10U,474435,5985727,Hoop Trap S, Sockeye + NSC ,2.0,11,2,N,0,,,,,,,,,,,,,"NBC. Trap reset in same general location, NSC added to bait.",NSC,1,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,29-May-10,0900,31-May-10,1009,10U,475019,5985835,Hoop Trap S, NSC ,9.9,10,2.5,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,29-May-10,0949,31-May-10,0854,10U,474452,5985804,Hoop Trap S, NSC ,2.5,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,29-May-10,0954,31-May-10,0901,10U,474510,5985926,Hoop Trap S, NSC ,1.8,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,29-May-10,0843,31-May-10,1016,10U,475456,5985955,Hoop Trap S, NSC ,11.0,10,2.5,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,29-May-10,0856,31-May-10,1002,10U,475204,5985956,Hoop Trap S, NSC ,10.0,10,2.5,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,29-May-10,0944,31-May-10,0847,10U,474413,5985751,Hoop Trap S, NSC ,2.5,10,2.5,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,31-May-10,1013,2-Jun-10,1203,10U,475121,5985952,Hoop Trap S, NSC ,10.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, all bait taken?? trap reset in same location, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,31-May-10,0858,2-Jun-10,1051,10U,474458,5985833,Hoop Trap S, NSC ,2.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,31-May-10,0904,2-Jun-10,1055,10U,474550,5985891,Hoop Trap S, NSC ,5.7,12,2.5,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,31-May-10,1020,2-Jun-10,1217,10U,475445,5986021,Hoop Trap S, NSC + LSU ,10.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, fresh bait added, trap reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,31-May-10,1006,2-Jun-10,1207,10U,474930,5985854,Hoop Trap S, NSC ,9.2,11,2.5,Y,1,490,1.06,200,Y,Orange FWPG 02945,N,,L,N,ROSB,N,,"#02945 successful release over side of boat, bait added, reset in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,31-May-10,0850,2-Jun-10,1047,10U,474410,5985741,Hoop Trap S, NSC ,2.5,12,2.5,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap relocated eastward.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,05-Jun-10,1039,6-Jun-10,1128,10U,475091,5986105,Hoop Trap S, NSC ,8.5,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,05-Jun-10,0943,6-Jun-10,1117,10U,474586,5985869,Hoop Trap S, NSC ,6.4,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,05-Jun-10,0953,6-Jun-10,1121,10U,474614,5985952,Hoop Trap S, NSC ,6.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,05-Jun-10,1046,6-Jun-10,1145,10U,475545,5985931,Hoop Trap S, NSC ,12.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,05-Jun-10,1035,6-Jun-10,1132,10U,475094,5986229,Hoop Trap S, NSC ,3.2,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,05-Jun-10,0947,6-Jun-10,1110,10U,474518,5985807,Hoop Trap S, NSC ,6.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,09-Oct-10,1330,13-Oct-10,1251,10U,479500,5987117,Hoop Trap S, 3 NSC ,7.7,13,2,N,0,,,,,,,,,,,,,"NFC, trap reset in same general location. Old bait removed. 10/13/10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,09-Oct-10,1320,13-Oct-10,1245,10U,479268,5987209,Hoop Trap S, 3 NSC ,9.0,13,2,N,0,,,,,,,,,,,,,Trap reset in same general location. Old bait removed. 10/13/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,09-Oct-10,1308,13-Oct-10,1223,10U,478762,5987062,Hoop Trap S, 2 NSC ,12.0,13,2,N,0,,,,,,,,,,,,,Trap reset in same general location. Old bait removed. 10/13/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,09-Oct-10,1304,13-Oct-10,1218,10U,478569,5987048,Hoop Trap S, 2 NSC ,13.0,14,2,N,0,,,,,,,,,,,,,Trap reset in same general location. Old bait removed. 10/13/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,09-Oct-10,1311,13-Oct-10,1229,10U,478917,5987143,Hoop Trap S, 2 NSC ,11.0,13,2,Y,1,560,1.05,230,N,,N,,L,N,,Y,119,Trap reset in same general location. Old bait removed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,09-Oct-10,1316,13-Oct-10,1240,10U,479104,5987200,Hoop Trap S, 3 NSC ,10.0,13,2,N,0,,,,,,,,,,,,,Trap reset in same general location. Old bait removed. 10/13/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,13-Oct-10,1253,18-Oct-10,1406,10U,479484,5987129,Hoop Trap S, 4 Chunks of NSC ,7.9,12,2,Y,1,750,2.64,300,N,,N,,L,N,,Y,127,Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,13-Oct-10,1249,18-Oct-10,1402,10U,479281,5987186,Hoop Trap S, 2 Chunks of NSC ,9.5,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,13-Oct-10,1227,18-Oct-10,1344,10U,478772,5987071,Hoop Trap S, 3 Chunks of NSC ,13.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,13-Oct-10,1221,18-Oct-10,1338,10U,478540,5987062,Hoop Trap S, 2 Chunks of NSC ,13.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,13-Oct-10,1233,18-Oct-10,1349,10U,478908,5987166,Hoop Trap S, 3 Chunks of NSC ,12.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,13-Oct-10,1243,18-Oct-10,1354,10U,479077,5987260,Hoop Trap S, 4 Chunks of NSC ,10.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,18-Oct-10,1409,20-Oct-10,1234,10U,479469,5987179,Hoop Trap S, 2 Pieces of Sockeye ,8.1,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,18-Oct-10,1404,20-Oct-10,1229,10U,479277,5987251,Hoop Trap S, 2 Pieces of Sockeye ,9.2,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,18-Oct-10,1346,20-Oct-10,1213,10U,478703,5987091,Hoop Trap S, 2 Pieces of Sockeye ,12.0,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,18-Oct-10,1340,20-Oct-10,1208,10U,478537,5987066,Hoop Trap S, 2 Pieces of Sockeye ,13.0,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,18-Oct-10,1352,20-Oct-10,1218,10U,478877,5987201,Hoop Trap S, 2 Pieces of Sockeye ,11.0,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,18-Oct-10,1400,20-Oct-10,1223,10U,479085,5987318,Hoop Trap S, 2 Pieces of Sockeye ,10.0,9,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/20/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,20-Oct-10,1238,26-Oct-10,1210,10U,479444,5987173,Hoop Trap S, 1 Piece of NSC ,8.0,9,2,N,0,,,,,,,,,,,,,Old bait was missing- no fish present. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,20-Oct-10,1231,26-Oct-10,1204,10U,479267,5987257,Hoop Trap S, 1 Piece of Sucker ,9.4,9,2,N,0,,,,,,,,,,,,,Old bait removed on 10/26/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,20-Oct-10,1216,26-Oct-10,1144,10U,478655,5987097,Hoop Trap S, 1 Piece of Sucker + 1 Sucker Head ,13.0,9,2,N,0,,,,,,,,,,,,,Old bait removed on 10/26/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,20-Oct-10,1210,26-Oct-10,1140,10U,478486,5987054,Hoop Trap S, 1 Piece of Sucker + 1 Sucker Head ,13.0,9,2,N,0,,,,,,,,,,,,,Old bait removed on 10/26/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,20-Oct-10,1220,26-Oct-10,1149,10U,478876,5987191,Hoop Trap S, 2 Pieces of Large Scale Sucker. ,12.0,9,2,N,0,,,,,,,,,,,,,Old bait removed on 10/26/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,20-Oct-10,1226,26-Oct-10,1154,10U,479043,5987341,Hoop Trap S, 1 Piece Sucker ,10.0,9,2,Y,1,400,0.55,140,N,,N,,L,,,Y,135, Old bait removed on 10/26/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1,26-Oct-10,1220,29-Oct-10,1309,10U,479566,5987348,Hoop Trap S, 3 Pieces of Smoked Sockeye ,6.1,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-2,26-Oct-10,1208,29-Oct-10,1306,10U,479339,5987248,Hoop Trap S, 2 Pieces of Smoked Sockeye ,8.9,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-3,26-Oct-10,1147,29-Oct-10,1253,10U,478725,5987090,Hoop Trap S, 2 Pieces of Smoked Sockeye ,12.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-4,26-Oct-10,1143,29-Oct-10,1249,10U,478537,5987049,Hoop Trap S, 4 Pieces of Smoked Sockeye ,13.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-5,26-Oct-10,1152,29-Oct-10,1257,10U,478929,5987187,Hoop Trap S, 4 Pieces of Smoked Sockeye ,11.0,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6,26-Oct-10,1202,29-Oct-10,1302,10U,479215,5987342,Hoop Trap S, 4 Pieces of Smoked Sockeye ,9.2,8,3,N,0,,,,,,,,,,,,,Trap pulled for the season. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,02-Jun-10,1132,5-Jun-10,1012,10U,474760,5986310,Hoop Trap L, NSC ,1.8,12,2,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-8,02-Jun-10,1122,5-Jun-10,1004,10U,474725,5986190,Hoop Trap L, NSC ,4.0,12,2,N,0,,,,,,,,,,,,,"NFC, no fresh bait added, trap set in same general location.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-9,02-Jun-10,1110,5-Jun-10,0956,10U,474596,5986142,Hoop Trap L, NSC ,3.4,12,2,Y,1,490,1.12,230,Y,Orange FWPG 02957,N,,L,N,ROSB,N,,Trap reset in same general location. Fish was observed at great speed near the same place for a period of approx 2min. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-10,02-Jun-10,1200,5-Jun-10,1018,10U,475244,5986222,Hoop Trap L, NSC ,5.2,12,2,Y,1,450,0.84,170,Y,Orange FWPG 02956,N,,L,N,ROSB,N,,Trap reset in same general location. Fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-11,02-Jun-10,1225,5-Jun-10,1050,10U,476350,5986319,Hoop Trap L, NSC ,11.0,12,2,Y,1,490,1.05,220,Y,Orange FWPG 02955,N,,L,N,ROSB,N,,Trap reset in same general location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-12,02-Jun-10,1234,5-Jun-10,1102,10U,476390,5986442,Hoop Trap L, NSC ,9.7,12,2,Y,1,490,1.04,200,Y,Orange FWPG 02954,N,,L,N,ROSB,N,,Trap reset in same general location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,02-Jun-10,1241,5-Jun-10,1202,10U,476779,5986550,Hoop Trap L, NSC ,7.7,12,2,Y,1 of 2,440,0.8,190,Y,Orange FWPG 02953,N,,L,N,ROSB,N,,"Both fish released off side of boat. Old bait removed, fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-13,02-Jun-10,1241,5-Jun-10,1202,10U,476779,5986550,Hoop Trap L, NSC ,7.7,12,2,Y,2 of 2,370,0.61,160,Y,Orange FWPG 02952,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-7,22-May-10,1051,24-May-10,1001,10U,474892,5986213,Hoop Trap L, Sockeye ,6.6,9.2,2,N,0,,,,,,,,,,,,,1 NSC in trap.Set in same general location.NSC added as bait.,NSC,1,0,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
