Trap #,Date Set,Time Set,Date Pulled,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Bait ,Depth m,Temp C,Secchi Depth m,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (mm),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour2,Fate (D/L),Decompression Stress (Y/N),Treatment,Sacrificed (Y/N),Sacrificied Code,Comments,Sp.,No.L,No.D,Len,Len3,Len4,Len5,Len6,Sp.7,No.L8,No.D9,Len10,Len11,Len12,Len13,Len14,Sp.15,No.L16,No.D17,Len18,Len19,Len20,Len21,Len22,Sp.23,No.L24,No.D25,Len26,Len27,Len28,Len29,Len30,Sp.31,No.L32,No.D33,Len34,Len35,Len36
21,01-Jun-10,1136,4-Jun-10,1301,10U,478571,5986582,Cod Trap, NSC ,13.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap reset in same location, no fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,01-Jun-10,1232,4-Jun-10,1304,10U,478749,5986572,Cod Trap, NSC ,11.0,12,2.5,Y,1 of 2,480,0.99,220,Y,Orange FWPG 02962,N,,L,N,ROSB,N,,Trap reset in same location. Fresh  bait added. Fish vigorous at release.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,01-Jun-10,1202,4-Jun-10,1315,10U,478708,5986726,Cod Trap, NSC ,14.0,12,2.5,Y,1 of 2,630,2.11,290,Y,Orange FWPG 02960,N,,L,Y,RRT,N,,"Both fish were showing signs of gassing. Fish were not punctured at release. Fish were let down at 1319 and released at 1330. Fish were not observed at surfaceduring 6min of observation. Conditions on lake- Calm, sunny for most of the day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,01-Jun-10,1232,4-Jun-10,1304,10U,478749,5986572,Cod Trap, NSC ,11.0,12,2.5,Y,2 of 2,500,1.05,210,Y,Orange FWPG 02961,N,,L,N,ROSB,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,01-Jun-10,1240,4-Jun-10,1344,10U,478820,5986747,Cod Trap, NSC ,13.0,12,2.5,N,0,,,,,,,,,,,,,"NFC. Trap set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,01-Jun-10,1202,4-Jun-10,1315,10U,478708,5986726,Cod Trap, NSC ,14.0,12,2.5,Y,2 of 2,530,1.51,250,Y,Orange FWPG 02959,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,01-Jun-10,1254,4-Jun-10,1348,10U,479121,5986684,Cod Trap, NSC ,10.0,12,2.5,N,0,,,,,,,,,,,,,"NFC. Trap set in same general location, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,04-Jun-10,1141,7-Jun-10,1350,10U,477482,5986889,Cod Trap, N/A ,15.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,04-Jun-10,1122,7-Jun-10,1500,10U,477985,5986140,Cod Trap, NSC ,11.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,04-Jun-10,1125,7-Jun-10,1508,10U,478108,5986204,Cod Trap, NSC ,11.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,04-Jun-10,1214,7-Jun-10,1444,10U,477762,5986907,Cod Trap, NSC ,15.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,04-Jun-10,1257,7-Jun-10,1440,10U,477683,5986893,Cod Trap, NSC ,15.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,04-Jun-10,1303,7-Jun-10,1512,10U,478605,5986593,Cod Trap, NSC ,14.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,04-Jun-10,1310,7-Jun-10,1515,10U,478794,5986615,Cod Trap, NSC ,12.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,04-Jun-10,1341,7-Jun-10,1518,10U,478736,5986679,Cod Trap, NSC ,12.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,04-Jun-10,1346,7-Jun-10,1520,10U,478837,5986761,Cod Trap, NSC ,13.0,13,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,04-Jun-10,1349,7-Jun-10,1523,10U,479142,5986682,Cod Trap, NSC ,10.0,13,2.5,Y,1,790,3.49,330,Y,Orange FWPG 02198,N,,L,N,ROSB,N,,"Trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,05-Jun-10,1342,7-Jun-10,1300,10U,477037,5986432,Cod Trap, NSC ,15.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,05-Jun-10,1230,7-Jun-10,1120,10U,476821,5985413,Cod Trap, NSC ,8.0,11,2.5,Y,1,790,2.73,190,Y,Orange FWPG 02396,N,,L,N,ROSB,N,,"Tag #02396 ROSB, trap pulled out of water at 1120. Trap pulled. End of sampling period.",NSC,1,0,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,05-Jun-10,0937,7-Jun-10,1106,10U,474366,5985809,Cod Trap, NSC ,1.4,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,05-Jun-10,0910,7-Jun-10,1106,10U,472432,5987362,Cod Trap, NSC ,7.5,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,05-Jun-10,0927,7-Jun-10,1111,10U,474444,5985649,Cod Trap, NSC ,2.5,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,05-Jun-10,0900,7-Jun-10,1059,10U,475317,5985512,Cod Trap, NSC ,12.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,05-Jun-10,1238,7-Jun-10,1256,10U,474885,5986266,Cod Trap, NSC ,16.0,11,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,05-Jun-10,1245,7-Jun-10,1212,10U,476909,5985959,Cod Trap, NSC ,16.0,12,2.5,Y,1,670,2.37,310,Y,Orange FWPG 02399,N,,L,Y,RRT,N,,BB #02399 put in release trap at 1216 released at 1226 fish not observed surfacing after 5min observation period. Trap pulled. End of sampling session.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,05-Jun-10,1250,7-Jun-10,1231,10U,477011,5986034,Cod Trap, NSC ,16.0,12,2.5,Y,2 of 2,530,1.3,220,Y,Orange FWPG 02199,N,,L,Y,RRT,N,,See above comments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,05-Jun-10,1250,7-Jun-10,1231,10U,477011,5986034,Cod Trap, NSC ,16.0,12,2.5,Y,1 of 2,670,2.2,290,Y,Orange FWPG 02400,N,,L,Y,RRT,N,,02400 and 02199 put in release trap at 1236 released at 1246. fish not observed surfacing after 6min observation period. Trap pulled. End of sampling session.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,05-Jun-10,1256,7-Jun-10,1149,10U,476997,5985822,Cod Trap, NSC ,16.0,12,2.5,Y,1,530,1.4,240,Y,Orange FWPG 02397,N,,L,N,ROSB,N,,"02397 ROSB, trap pulled out of water at 1149. End of sampling session.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,05-Jun-10,1316,7-Jun-10,1157,10U,477219,5985908,Cod Trap, NSC ,16.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,05-Jun-10,1339,7-Jun-10,1309,10U,476977,5986526,Cod Trap, NSC ,13.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,05-Jun-10,1331,7-Jun-10,1205,10U,477472,5986163,Cod Trap, NSC ,16.0,12,2.5,Y,1,590,1.46,250,Y,Orange FWPG 02398,N,,L,N,ROSB,N,,02398 ROSB. Trap pulled out of water at 1205. End of sampling period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,05-Jun-10,1321,7-Jun-10,1201,10U,477477,5986019,Cod Trap, NSC ,13.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,05-Jun-10,1400,7-Jun-10,1310,10U,477509,5986295,Cod Trap, NSC ,15.0,12,2.5,N,0,,,,,,,,,,,,,"NFC, trap pulled, end of sampling period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08-Oct-10,1252,12-Oct-10,0815,10U,474519,5986029,Cod Trap," 2 Chunks NSC, 1 LSU ",1.4,13,2,N,0,,,,,,,,,,,,,"Trap relocated to deeper water. No bait missing, no bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,08-Oct-10,1301,12-Oct-10,0824,10U,474576,5985850,Cod Trap, 2 NSC ,3.3,13,2,N,0,,,,,,,,,,,,,"Trap relocated to deeper water. No bait missing, Trap dropped in same general location.",CAS,2,0,32,36,,,,RSC,1,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,
3,08-Oct-10,1310,12-Oct-10,0834,10U,474573,5985776,Cod Trap, 2 NSC ,6.3,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,08-Oct-10,1315,12-Oct-10,0840,10U,474792,5985520,Cod Trap, 2 NSC Chunks ,7.7,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,08-Oct-10,1320,12-Oct-10,0846,10U,475321,5985416,Cod Trap, 1 NSC +1 LSU ,10.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. RSC added to bait",RSC,1,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,08-Oct-10,1330,12-Oct-10,0852,10U,475945,5985533,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,08-Oct-10,1334,12-Oct-10,0900,10U,476504,5985798,Cod Trap, 2 NSC ,15.0,12,2,Y,1,640,1.28,240,N,,N,,L,N,,Y,106,Fresh bait added. Trap set in same general location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,08-Oct-10,1338,12-Oct-10,0941,10U,476643,5985601,Cod Trap, 1 NSC +1 LSU ,13.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,08-Oct-10,1342,12-Oct-10,0948,10U,476852,5985507,Cod Trap, 2 NSC ,12.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,08-Oct-10,1347,12-Oct-10,0952,10U,476817,5985751,Cod Trap, 2 NSC ,15.0,12,2,Y,1,620,1.43,250,N,,N,,L,N,,Y,107,Fish sacrificed. Trap reset ing same general location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,08-Oct-10,1350,12-Oct-10,1006,10U,477162,5985825,Cod Trap, 2 NSC ,15.0,12,2,N,0,,,,,,,,,,,,,"Trap moved out from shore, no fresh bait added, NFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,08-Oct-10,1357,12-Oct-10,1012,10U,477322,5986137,Cod Trap, 2 NSC ,15.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,08-Oct-10,1402,12-Oct-10,1018,10U,477644,5986164,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,08-Oct-10,1408,12-Oct-10,1024,10U,477906,5986174,Cod Trap, 2 NSC ,12.0,12,2,Y,1,460,0.55,180,N,,N,,L,N,,Y,108,Fish sacrificed. Trap reset ing same general location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,08-Oct-10,1412,12-Oct-10,1034,10U,478123,5986373,Cod Trap, 2 NSC ,14.0,12,2,Y,1,450,0.55,190,N,,N,,L,N,,Y,109,Fish sacrificed. Trap reset ing same general location. No fresh bait added.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,08-Oct-10,1416,12-Oct-10,1042,10U,478401,5986440,Cod Trap, 2 NSC ,12.0,12,2,N,0,,,,,,,,,,,,,"Trap moved out from shore, no fresh bait added, NFC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,08-Oct-10,1420,12-Oct-10,1058,10U,478464,5986691,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,Trap set in same general location. No fresh bait added.,CSU,1,0,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,08-Oct-10,1424,12-Oct-10,1105,10U,478730,5986608,Cod Trap, 2 NSC ,11.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,08-Oct-10,1430,12-Oct-10,1118,10U,478837,5986827,Cod Trap, 4 NSC ,13.0,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,08-Oct-10,1435,12-Oct-10,1125,10U,479035,5986696,Cod Trap, 4 NSC ,10.0,12,2,N,0,,,,,,,,,,,,,Trap set in same general location. No fresh bait added.,CAS,2,0,50,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,08-Oct-10,1440,12-Oct-10,1132,10U,479160,5986684,Cod Trap, 3 NSC ,9.4,12,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,08-Oct-10,1442,12-Oct-10,1137,10U,479321,5986642,Cod Trap, 3 NSC ,8.0,13,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,08-Oct-10,1448,12-Oct-10,1142,10U,479451,5986517,Cod Trap, 4 NSC ,6.0,13,2,N,0,,,,,,,,,,,,,"NFC, trap set closer to shore. No fresh bait added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,08-Oct-10,1452,12-Oct-10,1148,10U,479664,5986446,Cod Trap, 4 NSC ,0.8,13,0.8,N,0,,,,,,,,,,,,,Trap set in same general location. No fresh bait added.,NSC,1,0,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,08-Oct-10,1455,12-Oct-10,1153,10U,479511,5986759,Cod Trap, 4 NSC ,7.5,13,2,N,0,,,,,,,,,,,,,"NFC, trap set in same general location. No fresh bait added.       Weather: overcast, and cold, strong wind out of east.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12-Oct-10,0820,14-Oct-10,0806,10U,474616,5986013,Cod Trap, 2 NSC ,2.7,11,2,N,0,,,,,,,,,,,,,"Clear and cold, with clouds. NFC, trap moved further out from shoreline. Old bait removed 10/14/10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12-Oct-10,0830,14-Oct-10,0814,10U,474684,5985886,Cod Trap, 2 NSC + 1 RSC ,7.5,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12-Oct-10,0837,14-Oct-10,0821,10U,474533,5985768,Cod Trap, 2 NSC ,6.1,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12-Oct-10,0843,14-Oct-10,0833,10U,474783,5985507,Cod Trap, 2 NSC ,7.9,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12-Oct-10,0849,14-Oct-10,0839,10U,475290,5985406,Cod Trap, 2 NSC ,10.0,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12-Oct-10,0856,14-Oct-10,0846,10U,475890,5985493,Cod Trap, 2 NSC ,14.0,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12-Oct-10,0904,14-Oct-10,0854,10U,476455,5985852,Cod Trap, 2 NSC ,15.0,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12-Oct-10,0945,14-Oct-10,0916,10U,476659,5985597,Cod Trap, 2 NSC ,13.0,12,2,N,0,,,,,,,,,,,,,Wind has died down. NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12-Oct-10,0949,14-Oct-10,0922,10U,476851,5985507,Cod Trap, 2 NSC ,12.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12-Oct-10,1002,14-Oct-10,0929,10U,476821,5985935,Cod Trap, 2 NSC ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12-Oct-10,1010,14-Oct-10,0934,10U,477107,5986051,Cod Trap, 2 NSC ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12-Oct-10,1014,14-Oct-10,0940,10U,477322,5986135,Cod Trap, 2 NSC ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12-Oct-10,1020,14-Oct-10,0945,10U,477622,5986149,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12-Oct-10,1032,14-Oct-10,0950,10U,477950,5986189,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12-Oct-10,1038,14-Oct-10,0956,10U,478120,5986411,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12-Oct-10,1047,14-Oct-10,1000,10U,478344,5986518,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12-Oct-10,1101,14-Oct-10,1005,10U,478430,5986699,Cod Trap, 2 NSC ,14.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12-Oct-10,1112,14-Oct-10,1011,10U,478753,5986525,Cod Trap, 2 NSC ,6.9,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12-Oct-10,1120,14-Oct-10,1015,10U,478842,5986843,Cod Trap, 4 NSC ,13.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12-Oct-10,1130,14-Oct-10,1023,10U,479080,5986818,Cod Trap, 4 NSC ,11.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait removed. 10/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12-Oct-10,1134,14-Oct-10,1031,10U,479141,5986690,Cod Trap, 2 NSC ,9.8,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait NOT removed. No bait left to replenish traps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12-Oct-10,1140,14-Oct-10,1035,10U,479300,5986644,Cod Trap, 3 NSC ,8.5,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait NOT removed. No bait left to put in traps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12-Oct-10,1145,14-Oct-10,1042,10U,479372,5986487,Cod Trap, 4 NSC ,2.0,12,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait NOT removed. No bait left to put in traps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12-Oct-10,1150,14-Oct-10,1047,10U,479652,5986457,Cod Trap, 4 NSC ,2.3,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait NOT removed. No bait left to put in traps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12-Oct-10,1156,14-Oct-10,1055,10U,479510,5986793,Cod Trap, 4 NSC ,7.9,11,2,N,0,,,,,,,,,,,,,NFC. Trap set in same general location. Old bait NOT removed. No bait left to put in traps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14-Oct-10,0811,18-Oct-10,1105,10U,474705,5986034,Cod Trap, 3 NSC ,6.3,12,2,N,0,,,,,,,,,,,,,"NFC. Old bait removed on 10/18/10. Trap reset in same general location. Overcast, wind and rain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14-Oct-10,0817,18-Oct-10,1112,10U,474706,5985906,Cod Trap, 2 Chunks of NSC ,7.6,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14-Oct-10,0823,18-Oct-10,1120,10U,474550,5985789,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,6.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14-Oct-10,0837,18-Oct-10,1126,10U,474794,5985526,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,7.8,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap moved closer to shore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14-Oct-10,0843,18-Oct-10,1133,10U,475307,5985435,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,10.0,12,2,N,0,,,,,,,,,,,,,Old bait removed on 10/18/10. Trap moved out from shore further.,CAS,2,0,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14-Oct-10,0850,18-Oct-10,1141,10U,475942,5985539,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,15.0,12,2,N,0,,,,,,,,,,,,,Old bait removed on 10/18/10. Trap reset in same general location.,CAS,1,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14-Oct-10,0857,18-Oct-10,1149,10U,476526,5985901,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14-Oct-10,0920,18-Oct-10,1154,10U,476706,5985748,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14-Oct-10,0926,18-Oct-10,1210,10U,476959,5985689,Cod Trap, 1 Piece of Sockeye ,14.0,12,2,N,0,,,,,,,,,,,,,Old bait removed on 10/18/10. Trap reset in same general location.,CAS,1,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14-Oct-10,0931,18-Oct-10,1200,10U,476849,5985960,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,15.0,12,2,Y,1,550,1.34,230,N,,N,,L,N,,Y,124,Old bait removed on 10/18/10. Trap reset in same general location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14-Oct-10,0937,18-Oct-10,1217,10U,477153,5986021,Cod Trap, 1 NSC Head + 1 Piece of Sockeye ,15.0,12,2,N,0,,,,,,,,,,,,,NFC. Old bait removed on 10/18/10. Trap Moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14-Oct-10,0943,18-Oct-10,1223,10U,477364,5986194,Cod Trap, 1 Piece of NSC + 1 Piece of  Sockeye ,16.0,12,2,N,0,,,,,,,,,,,,,Old bait removed on 10/18/10. Trap reset in same general location.,CAS,1,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
